hgnc_symbol	start_position	end_position	chromosome_name
OR4D10	OR4D10	59244846	59245869	11
OR4D6	OR4D6	59224411	59225464	11
OR4D9	OR4D9	59282386	59283330	11
OR4F15	OR4F15	102358366	102359350	15
OR4F17	OR4F17	107471	111696	19
OR4F21	OR4F21	116049	117043	8
OR4F3	OR4F3	180794269	180795263	5
OR4F4	OR4F4	102462245	102463298	15
OR4F5	OR4F5	69091	70008	1
OR4K15	OR4K15	20443603	20444818	14
OR4K2	OR4K2	20344391	20345468	14
OR4L1	OR4L1	20528204	20529142	14
OR4N2	OR4N2	20187174	20296531	14
OR4Q2	OR4Q2	20470322	20471265	14
OR4Q3	OR4Q3	20215587	20216528	14
OR4S1	OR4S1	48327775	48328704	11
OR4S2	OR4S2	55418380	55419315	11
OR51A2	OR51A2	4976002	4976943	11
OR51E1	OR51E1	4664650	4676718	11
OR51E2	OR51E2	4701401	4719084	11
OR51V1	OR51V1	5220965	5221930	11
OR52A1	OR52A1	5172239	5207612	11
OR52A5	OR52A5	5152922	5153872	11
OR52B4	OR52B4	4388493	4389616	11
OR52B6	OR52B6	5602107	5603114	11
OR52E2	OR52E2	5079880	5080857	11
OR52E6	OR52E6	5862158	5863182	11
OR52K2	OR52K2	4470525	4471591	11
OR52N2	OR52N2	5841544	5842578	11
OR52N4	OR52N4	5775923	5776959	11
OR52N5	OR52N5	5798864	5799897	11
OR56A1	OR56A1	6047901	6048971	11
OR56A3	OR56A3	5968570	5969591	11
OR5AS1	OR5AS1	55797895	55798869	11
OR5AU1	OR5AU1	21623026	21624222	14
OR5B17	OR5B17	58125597	58126542	11
OR5B21	OR5B21	58274648	58275578	11
OR5D14	OR5D14	55563032	55563976	11
OR5D16	OR5D16	55606228	55607214	11
OR5D18	OR5D18	55587086	55588073	11
OR5H1	OR5H1	97851542	97852483	3
OR5H14	OR5H14	97868170	97869249	3
OR5H2	OR5H2	98001732	98002676	3
OR5I1	OR5I1	55702932	55703876	11
OR5K2	OR5K2	98216448	98217496	3
OR5K4	OR5K4	98072698	98073663	3
OR5M11	OR5M11	56309746	56310757	11
OR5P2	OR5P2	7817452	7818520	11
OR5P3	OR5P3	7846584	7847519	11
OR5T2	OR5T2	55999490	56000737	11
OR5T3	OR5T3	56019676	56020698	11
OR5W2	OR5W2	55681126	55682058	11
OR6B1	OR6B1	143701022	143702068	7
OR6C3	OR6C3	55725485	55726420	12
OR6C6	OR6C6	55688072	55689016	12
OR6C65	OR6C65	55794214	55795289	12
OR6C74	OR6C74	55640982	55642086	12
OR6C75	OR6C75	55758895	55759833	12
OR6F1	OR6F1	247875045	247876105	1
OR6J1	OR6J1	23102673	23103716	14
OR6K2	OR6K2	158669369	158670486	1
OR6M1	OR6M1	123676043	123677095	11
OR6V1	OR6V1	142749417	142750444	7
OR6X1	OR6X1	123624196	123625253	11
OR7A10	OR7A10	14951760	14952689	19
OR7A17	OR7A17	14991138	14992264	19
OR7A5	OR7A5	14903302	14946188	19
OR7C1	OR7C1	14909958	14911023	19
OR7C2	OR7C2	15052301	15053260	19
OR7D2	OR7D2	9296279	9299493	19
OR7D4	OR7D4	9324526	9325542	19
OR7E24	OR7E24	9361606	9362820	19
OR7G1	OR7G1	9225274	9226439	19
OR7G2	OR7G2	9212945	9213982	19
OR7G3	OR7G3	9236688	9237626	19
OR8A1	OR8A1	124439893	124441037	11
OR8B12	OR8B12	124412578	124413575	11
OR8B8	OR8B8	124310022	124311054	11
OR8D1	OR8D1	124179708	124180733	11
OR8G1	OR8G1	124120423	124135763	11
OR8G5	OR8G5	124134723	124135763	11
OR8H2	OR8H2	55872519	55873457	11
OR8H3	OR8H3	55889849	55890787	11
OR8I2	OR8I2	55860753	55861762	11
OR8K1	OR8K1	56113421	56114507	11
OR9G1	OR9G1	56467864	56468781	11
OR9Q1	OR9Q1	57791353	57949088	11
ORAI1	ORAI1	122064455	122080583	12
ORAI2	ORAI2	102073553	102097268	7
ORAI3	ORAI3	30960387	30967782	16
ORC1	ORC1	52838501	52870131	1
ORC2	ORC2	201773696	201828403	2
ORC3	ORC3	88299839	88377169	6
ORC4	ORC4	148687968	148779147	2
ORC5	ORC5	103766788	103848495	7
ORC6	ORC6	46723555	46732306	16
ORM1	ORM1	117085336	117088755	9
ORM2	ORM2	117092149	117095532	9
ORMDL1	ORMDL1	190635049	190649097	2
ORMDL2	ORMDL2	56211703	56215663	12
ORMDL3	ORMDL3	38077294	38083854	17
OS9	OS9	58087738	58115340	12
OSBP	OSBP	59341871	59383617	11
OSBP2	OSBP2	31089769	31303811	22
OSBPL10	OSBPL10	31699382	32119072	3
OSBPL11	OSBPL11	125247702	125313934	3
OSBPL1A	OSBPL1A	21742008	21977844	18
OSBPL2	OSBPL2	60813580	60871268	20
OSBPL3	OSBPL3	24836158	25021253	7
OSBPL5	OSBPL5	3108346	3187969	11
OSBPL6	OSBPL6	179059208	179264160	2
OSBPL7	OSBPL7	45884738	45899200	17
OSBPL8	OSBPL8	76745577	76953589	12
OSBPL9	OSBPL9	52042851	52254889	1
OSCAR	OSCAR	54597933	54606000	19
OSCP1	OSCP1	36881428	36916086	1
OSER1	OSER1	42825136	42839431	20
OSGEP	OSGEP	20914570	20923264	14
OSGEPL1	OSGEPL1	190611386	190627953	2
OSGIN1	OSGIN1	83981887	83999937	16
OSGIN2	OSGIN2	90914087	90940116	8
OSM	OSM	30658818	30662829	22
OSMR	OSMR	38845960	38945698	5
OSR1	OSR1	19551246	19558414	2
OSR2	OSR2	99956631	99964332	8
OST4	OST4	27293340	27294641	2
OSTC	OSTC	109571740	109588976	4
OSTF1	OSTF1	77703459	77762181	9
OSTM1	OSTM1	108362613	108487058	6
OSTM1-AS1	OSTM1-AS1	108444719	108480596	6
OSTN	OSTN	190917030	190983404	3
OTC	OTC	38211798	38280703	X
OTOA	OTOA	21689835	21772050	16
OTOF	OTOF	26680071	26781566	2
OTOG	OTOG	17568920	17668697	11
OTOGL	OTOGL	80603233	80772870	12
OTOP1	OTOP1	4190530	4228616	4
OTOP2	OTOP2	72920370	72930007	17
OTOP3	OTOP3	72931814	72946087	17
OTOR	OTOR	16729003	16750707	20
OTOS	OTOS	241078446	241083979	2
OTP	OTP	76924538	76935513	5
OTUB1	OTUB1	63753325	63769283	11
OTUB2	OTUB2	94492675	94515276	14
OTUD1	OTUD1	23728198	23731308	10
OTUD3	OTUD3	20209006	20239438	1
OTUD4	OTUD4	146031990	146101313	4
OTUD5	OTUD5	48779305	48815648	X
OTUD6A	OTUD6A	69282341	69284029	X
OTUD6B	OTUD6B	92082424	92099323	8
OTUD7A	OTUD7A	31775329	32162992	15
OTUD7B	OTUD7B	149909705	149982625	1
OTX1	OTX1	63277192	63284971	2
OTX2	OTX2	57267425	57277197	14
OTX2-AS1	OTX2-AS1	57279901	57618895	14
OVAAL	OVAAL	180528112	180535654	1
OVCH1	OVCH1	29565407	29650619	12
OVCH2	OVCH2	7710669	7727968	11
OVGP1	OVGP1	111956936	111970399	1
OVOL1	OVOL1	65554493	65564690	11
OVOL2	OVOL2	17937623	18039832	20
OVOL3	OVOL3	36602104	36604613	19
OXA1L	OXA1L	23235731	23241007	14
OXCT1	OXCT1	41730167	41870621	5
OXCT2	OXCT2	40235195	40237020	1
OXER1	OXER1	42989642	42991401	2
OXGR1	OXGR1	97637973	97646984	13
OXLD1	OXLD1	79632066	79633665	17
OXNAD1	OXNAD1	16306706	16391806	3
OXR1	OXR1	107282473	107764922	8
OXSM	OXSM	25824408	25836025	3
OXSR1	OXSR1	38206580	38296979	3
OXT	OXT	3052266	3053163	20
OXTR	OXTR	8792094	8811314	3
P2RX1	P2RX1	3799886	3819794	17
P2RX2	P2RX2	133195366	133198972	12
P2RX3	P2RX3	57105848	57138073	11
P2RX4	P2RX4	121647660	121671909	12
P2RX5	P2RX5	3575493	3599698	17
P2RX5-TAX1BP3	P2RX5-TAX1BP3	3566357	3599488	17
P2RX6	P2RX6	21364097	21383119	22
P2RX7	P2RX7	121570622	121623876	12
P2RY1	P2RY1	152552736	152555841	3
P2RY10	P2RY10	78200829	78217451	X
P2RY11	P2RY11	10222214	10226048	19
P2RY12	P2RY12	151055168	151102600	3
P2RY13	P2RY13	151044100	151047336	3
P2RY14	P2RY14	150929905	150996255	3
P2RY2	P2RY2	72929343	72947397	11
P2RY4	P2RY4	69478016	69479654	X
P2RY6	P2RY6	72975550	73009662	11
P2RY8	P2RY8	1581465	1656000	X
P4HA1	P4HA1	74766975	74856732	10
P4HA2	P4HA2	131527531	131631008	5
P4HA3	P4HA3	73946846	74022702	11
P4HB	P4HB	79801035	79818570	17
P4HTM	P4HTM	49027319	49044587	3
PA2G4	PA2G4	56498103	56507691	12
PAAF1	PAAF1	73587744	73638790	11
PABPC1	PABPC1	101698044	101735037	8
PABPC1L	PABPC1L	43538703	43587676	20
PABPC1L2A	PABPC1L2A	72297115	72299351	X
PABPC3	PABPC3	25670300	25673389	13
PABPC4	PABPC4	40026488	40042462	1
PABPC4L	PABPC4L	135117488	135122903	4
PABPC5	PABPC5	90689594	90693583	X
PABPN1	PABPN1	23790498	23795394	14
PABPN1L	PABPN1L	88928034	88933068	16
PACRG	PACRG	163148164	163736524	6
PACRGL	PACRGL	20697905	20754530	4
PACS1	PACS1	65837834	66012218	11
PACS2	PACS2	105766900	105864484	14
PACSIN1	PACSIN1	34433916	34503006	6
PACSIN2	PACSIN2	43231418	43411151	22
PACSIN3	PACSIN3	47199076	47207994	11
PADI1	PADI1	17531621	17572500	1
PADI2	PADI2	17393256	17445948	1
PADI3	PADI3	17575593	17610728	1
PADI4	PADI4	17634690	17690499	1
PADI6	PADI6	17698691	17728195	1
PAEP	PAEP	138453602	138458801	9
PAF1	PAF1	39876492	39881835	19
PAFAH1B1	PAFAH1B1	2496504	2588909	17
PAFAH1B2	PAFAH1B2	117014983	117047610	11
PAFAH1B3	PAFAH1B3	42801185	42807698	19
PAFAH2	PAFAH2	26286258	26324648	1
PAG1	PAG1	81880045	82024303	8
PAGE1	PAGE1	49452053	49460596	X
PAGE2	PAGE2	55115441	55119275	X
PAGE2B	PAGE2B	55101496	55105342	X
PAGE4	PAGE4	49593863	49598576	X
PAGE5	PAGE5	55246788	55250541	X
PAGR1	PAGR1	29827285	29841948	16
PAH	PAH	103230663	103352188	12
PAICS	PAICS	57301907	57327534	4
PAIP1	PAIP1	43526369	43557860	5
PAIP2	PAIP2	138677276	138705406	5
PAIP2B	PAIP2B	71409869	71454213	2
PAK1	PAK1	77032752	77185680	11
PAK1IP1	PAK1IP1	10694928	10710015	6
PAK2	PAK2	196466728	196559518	3
PAK3	PAK3	110187513	110470589	X
PAK4	PAK4	39616410	39673456	19
PAK6	PAK6	40509629	40569688	15
PALB2	PALB2	23614488	23652631	16
PALD1	PALD1	72238577	72328205	10
PALLD	PALLD	169418217	169849608	4
PALM	PALM	708953	748329	19
PALM2	PALM2	112403068	112713755	9
PALM2-AKAP2	PALM2-AKAP2	112542589	112934792	9
PALM3	PALM3	14164177	14169971	19
PALMD	PALMD	100111499	100160097	1
PAM	PAM	102089685	102366809	5
PAM16	PAM16	4381550	4405608	16
PAMR1	PAMR1	35453370	35551848	11
PAN2	PAN2	56710007	56727837	12
PAN3	PAN3	28712643	28869475	13
PANK1	PANK1	91342745	91405215	10
PANK2	PANK2	3869486	3907605	20
PANK3	PANK3	167975500	168006605	5
PANK4	PANK4	2439972	2458039	1
PANX1	PANX1	93862094	93915138	11
PANX2	PANX2	50609160	50618723	22
PANX3	PANX3	124481386	124490252	11
PAOX	PAOX	135192695	135205198	10
PAPLN	PAPLN	73704205	73741348	14
PAPOLA	PAPOLA	96967770	97033448	14
PAPOLB	PAPOLB	4897364	4901625	7
PAPOLG	PAPOLG	60983365	61029220	2
PAPPA	PAPPA	118916083	119164601	9
PAPPA2	PAPPA2	176432307	176814735	1
PAPSS1	PAPSS1	108511433	108641608	4
PAPSS2	PAPSS2	89419370	89507462	10
PAQR3	PAQR3	79808281	79860592	4
PAQR4	PAQR4	3019246	3023490	16
PAQR5	PAQR5	69591286	69700119	15
PAQR6	PAQR6	156213206	156217881	1
PAQR7	PAQR7	26187701	26197744	1
PAQR8	PAQR8	52226219	52272575	6
PAQR9	PAQR9	142668006	142682178	3
PARD3	PARD3	34398488	35104253	10
PARD3B	PARD3B	205410516	206484886	2
PARD6A	PARD6A	67694849	67696681	16
PARD6B	PARD6B	49348081	49373332	20
PARD6G	PARD6G	77915115	78005429	18
PARG	PARG	51026325	51130715	10
PARK7	PARK7	8014351	8045565	1
PARL	PARL	183547173	183602721	3
PARM1	PARM1	75858305	75975325	4
PARN	PARN	14529558	14726585	16
PARP1	PARP1	226548392	226595780	1
PARP11	PARP11	3900213	3982608	12
PARP12	PARP12	139723544	139763521	7
PARP14	PARP14	122399465	122449687	3
PARP15	PARP15	122296449	122357894	3
PARP16	PARP16	65526798	65592956	15
PARP2	PARP2	20811741	20826064	14
PARP3	PARP3	51976361	51982883	3
PARP4	PARP4	24995064	25086948	13
PARP6	PARP6	72533522	72565340	15
PARP8	PARP8	49961733	50142356	5
PARP9	PARP9	122246771	122283424	3
PARPBP	PARPBP	102513956	102591298	12
PARS2	PARS2	55222571	55230187	1
PART1	PART1	59783540	59843484	5
PARVA	PARVA	12398732	12552348	11
PARVB	PARVB	44395091	44568829	22
PARVG	PARVG	44568836	44615413	22
PASD1	PASD1	150732094	150845211	X
PASK	PASK	242045514	242089679	2
PATE1	PATE1	125616188	125619762	11
PATE2	PATE2	125646008	125648714	11
PATE3	PATE3	125658006	125661495	11
PATE4	PATE4	125703211	125709964	11
PATL1	PATL1	59404189	59436453	11
PATL2	PATL2	44957930	45003514	15
PATZ1	PATZ1	31721790	31742218	22
PAWR	PAWR	79968759	80084877	12
PAX1	PAX1	21686297	21696620	20
PAX2	PAX2	102495360	102589698	10
PAX3	PAX3	223064607	223163715	2
PAX4	PAX4	127250346	127255982	7
PAX5	PAX5	36833272	37034103	9
PAX6	PAX6	31806340	31839509	11
PAX7	PAX7	18957500	19075360	1
PAX8	PAX8	113973574	114036527	2
PAX9	PAX9	37126773	37148920	14
PAXBP1	PAXBP1	34106210	34144169	21
PAXIP1	PAXIP1	154735397	154794794	7
PAXIP1-AS1	PAXIP1-AS1	154795158	154797413	7
PBDC1	PBDC1	75392771	75398039	X
PBK	PBK	27667137	27695612	8
PBLD	PBLD	70042417	70092806	10
PBOV1	PBOV1	138537129	138539627	6
PBRM1	PBRM1	52579368	52719933	3
PBX1	PBX1	164524821	164868533	1
PBX3	PBX3	128509624	128729656	9
PBX4	PBX4	19672522	19729725	19
PBXIP1	PBXIP1	154916552	154928599	1
PC	PC	66615704	66725847	11
PCAT1	PCAT1	127859300	128033259	8
PCAT4	PCAT4	80748625	80798924	4
PCBD1	PCBD1	72642037	72648541	10
PCBD2	PCBD2	134240596	134343649	5
PCBP1	PCBP1	70314585	70316332	2
PCBP1-AS1	PCBP1-AS1	70189395	70315978	2
PCBP2	PCBP2	53835525	53874946	12
PCBP3	PCBP3	47063608	47362368	21
PCBP4	PCBP4	51991470	52002426	3
PCCA	PCCA	100741269	101182686	13
PCCB	PCCB	135969148	136056738	3
PCDH1	PCDH1	141232938	141258811	5
PCDH10	PCDH10	134070470	134129356	4
PCDH11X	PCDH11X	91034260	91878229	X
PCDH11Y	PCDH11Y	4868267	5610265	Y
PCDH12	PCDH12	141323150	141349304	5
PCDH15	PCDH15	55562531	57387702	10
PCDH17	PCDH17	58205944	58303445	13
PCDH18	PCDH18	138440072	138453648	4
PCDH19	PCDH19	99546642	99665271	X
PCDH20	PCDH20	61983818	62002220	13
PCDH7	PCDH7	30722037	31148422	4
PCDH8	PCDH8	53418109	53422775	13
PCDH9	PCDH9	66876967	67804468	13
PCDHA1	PCDHA1	140165876	140391929	5
PCDHA10	PCDHA10	140235595	140391929	5
PCDHA11	PCDHA11	140248689	140391929	5
PCDHA12	PCDHA12	140255058	140391929	5
PCDHA13	PCDHA13	140261793	140391929	5
PCDHA2	PCDHA2	140174444	140391929	5
PCDHA3	PCDHA3	140180783	140391929	5
PCDHA4	PCDHA4	140186659	140391929	5
PCDHA5	PCDHA5	140201222	140391929	5
PCDHA6	PCDHA6	140207563	140391929	5
PCDHA7	PCDHA7	140213969	140391929	5
PCDHA8	PCDHA8	140220907	140391929	5
PCDHA9	PCDHA9	140227048	140391929	5
PCDHAC1	PCDHAC1	140306302	140391929	5
PCDHAC2	PCDHAC2	140345820	140391936	5
PCDHB1	PCDHB1	140430979	140433512	5
PCDHB10	PCDHB10	140571942	140575215	5
PCDHB11	PCDHB11	140579183	140582618	5
PCDHB12	PCDHB12	140588269	140591696	5
PCDHB13	PCDHB13	140593509	140596993	5
PCDHB14	PCDHB14	140602931	140605858	5
PCDHB15	PCDHB15	140625147	140627799	5
PCDHB16	PCDHB16	140560980	140565793	5
PCDHB2	PCDHB2	140474227	140476962	5
PCDHB3	PCDHB3	140480234	140483406	5
PCDHB4	PCDHB4	140501581	140505201	5
PCDHB5	PCDHB5	140514800	140517703	5
PCDHB6	PCDHB6	140529683	140532868	5
PCDHB7	PCDHB7	140552243	140555957	5
PCDHB8	PCDHB8	140557371	140560081	5
PCDHB9	PCDHB9	140566893	140571111	5
PCDHGA1	PCDHGA1	140710252	140892546	5
PCDHGA10	PCDHGA10	140792743	140892546	5
PCDHGA11	PCDHGA11	140800762	140891835	5
PCDHGA12	PCDHGA12	140810185	140892546	5
PCDHGA2	PCDHGA2	140718539	140892546	5
PCDHGA3	PCDHGA3	140723601	140892546	5
PCDHGA4	PCDHGA4	140734768	140892546	5
PCDHGA5	PCDHGA5	140743898	140892546	5
PCDHGA6	PCDHGA6	140753651	140892546	5
PCDHGA7	PCDHGA7	140762467	140892546	5
PCDHGA8	PCDHGA8	140772381	140892546	5
PCDHGA9	PCDHGA9	140782520	140892546	5
PCDHGB1	PCDHGB1	140729828	140892546	5
PCDHGB2	PCDHGB2	140739703	140892546	5
PCDHGB3	PCDHGB3	140749831	140892546	5
PCDHGB4	PCDHGB4	140767452	140892546	5
PCDHGB6	PCDHGB6	140787770	140892546	5
PCDHGB7	PCDHGB7	140797427	140892546	5
PCDHGC3	PCDHGC3	140855580	140892542	5
PCDHGC4	PCDHGC4	140864741	140892546	5
PCDHGC5	PCDHGC5	140868808	140892546	5
PCED1A	PCED1A	2815960	2821836	20
PCED1B	PCED1B	47473386	47630443	12
PCED1B-AS1	PCED1B-AS1	47599681	47610239	12
PCF11	PCF11	82868030	82898493	11
PCGEM1	PCGEM1	193614571	193641625	2
PCGF1	PCGF1	74732170	74735707	2
PCGF2	PCGF2	36890150	36906070	17
PCGF3	PCGF3	699537	764428	4
PCGF5	PCGF5	92979908	93044088	10
PCGF6	PCGF6	105062553	105110891	10
PCID2	PCID2	113831891	113863029	13
PCIF1	PCIF1	44563267	44576662	20
PCK1	PCK1	56136136	56141513	20
PCK2	PCK2	24563262	24579807	14
PCLO	PCLO	82383329	82792246	7
PCM1	PCM1	17780349	17885478	8
PCMT1	PCMT1	150070579	150132556	6
PCMTD1	PCMTD1	52730140	52811735	8
PCMTD2	PCMTD2	62887094	62926855	20
PCNA	PCNA	5095599	5107272	20
PCNP	PCNP	101292939	101313281	3
PCNT	PCNT	47744036	47865682	21
PCOLCE	PCOLCE	100199800	100205798	7
PCOLCE2	PCOLCE2	142534764	142608045	3
PCP2	PCP2	7696497	7698634	19
PCP4	PCP4	41239243	41301322	21
PCP4L1	PCP4L1	161228517	161255240	1
PCSK1	PCSK1	95726119	95769847	5
PCSK1N	PCSK1N	48689504	48694035	X
PCSK2	PCSK2	17206752	17465223	20
PCSK4	PCSK4	1481427	1490751	19
PCSK5	PCSK5	78505560	78977255	9
PCSK6	PCSK6	101840818	102065405	15
PCSK7	PCSK7	117075053	117103241	11
PCSK9	PCSK9	55505221	55530525	1
PCTP	PCTP	53828340	53920191	17
PCYOX1	PCYOX1	70484518	70508323	2
PCYOX1L	PCYOX1L	148737570	148749216	5
PCYT1A	PCYT1A	195941093	196014828	3
PCYT1B	PCYT1B	24576204	24690794	X
PCYT2	PCYT2	79858841	79869340	17
PDAP1	PDAP1	98989671	99006452	7
PDC	PDC	186412698	186430254	1
PDCD1	PDCD1	242792033	242801060	2
PDCD10	PDCD10	167401086	167452727	3
PDCD11	PDCD11	105156405	105206049	10
PDCD1LG2	PDCD1LG2	5510545	5571282	9
PDCD2	PDCD2	170884383	170893780	6
PDCD2L	PDCD2L	34895289	34917073	19
PDCD4	PDCD4	112631565	112659764	10
PDCD5	PDCD5	33071974	33078358	19
PDCD6	PDCD6	271736	353971	5
PDCD6IP	PDCD6IP	33839844	33911194	3
PDCD7	PDCD7	65409717	65426174	15
PDCL	PDCL	125560668	125590910	9
PDCL2	PDCL2	56422692	56458379	4
PDCL3	PDCL3	101179152	101193197	2
PDE10A	PDE10A	165740776	166400091	6
PDE11A	PDE11A	178487980	178973066	2
PDE12	PDE12	57542003	57552571	3
PDE1A	PDE1A	183004763	183387919	2
PDE1B	PDE1B	54943134	54973023	12
PDE1C	PDE1C	31790793	32338941	7
PDE2A	PDE2A	72287185	72385635	11
PDE3A	PDE3A	20522179	20837315	12
PDE4A	PDE4A	10527449	10580305	19
PDE4B	PDE4B	66258197	66840259	1
PDE4C	PDE4C	18318771	18366229	19
PDE4D	PDE4D	58264865	59817947	5
PDE4DIP	PDE4DIP	144836157	145076186	1
PDE5A	PDE5A	120415550	120550146	4
PDE6A	PDE6A	149237519	149324356	5
PDE6B	PDE6B	619373	664571	4
PDE6C	PDE6C	95372345	95425767	10
PDE6D	PDE6D	232597135	232650982	2
PDE6G	PDE6G	79617489	79630142	17
PDE6H	PDE6H	15125956	15134799	12
PDE7A	PDE7A	66629745	66754557	8
PDE7B	PDE7B	136172834	136516712	6
PDE8A	PDE8A	85523671	85682376	15
PDE8B	PDE8B	76506274	76725632	5
PDE9A	PDE9A	44073746	44195619	21
PDF	PDF	69362524	69364498	16
PDGFA	PDGFA	536895	559933	7
PDGFB	PDGFB	39619364	39640756	22
PDGFC	PDGFC	157681606	157892546	4
PDGFD	PDGFD	103777914	104035107	11
PDGFRA	PDGFRA	55095264	55164414	4
PDGFRB	PDGFRB	149493400	149535435	5
PDGFRL	PDGFRL	17433942	17501580	8
PDHA1	PDHA1	19362011	19379823	X
PDHA2	PDHA2	96761239	96762625	4
PDHB	PDHB	58413357	58419584	3
PDHX	PDHX	34937376	35042138	11
PDIA2	PDIA2	333152	337215	16
PDIA3	PDIA3	44038590	44065477	15
PDIA4	PDIA4	148700154	148725733	7
PDIA5	PDIA5	122785909	122944074	3
PDIA6	PDIA6	10923517	10978103	2
PDIK1L	PDIK1L	26437664	26452034	1
PDILT	PDILT	20370492	20416059	16
PDK1	PDK1	173420101	173489823	2
PDK2	PDK2	48172101	48189516	17
PDK3	PDK3	24483338	24557954	X
PDK4	PDK4	95212811	95225803	7
PDLIM1	PDLIM1	96997329	97050781	10
PDLIM2	PDLIM2	22435792	22455538	8
PDLIM3	PDLIM3	186422851	186456766	4
PDLIM4	PDLIM4	131593364	131609147	5
PDLIM5	PDLIM5	95373037	95589377	4
PDLIM7	PDLIM7	176910395	176924607	5
PDP1	PDP1	94870035	94938294	8
PDP2	PDP2	66912492	66929657	16
PDPK1	PDPK1	2587965	2653189	16
PDPN	PDPN	13909960	13944452	1
PDPR	PDPR	70147529	70195203	16
PDRG1	PDRG1	30532758	30539895	20
PDS5A	PDS5A	39824483	39979576	4
PDS5B	PDS5B	33160564	33352157	13
PDSS1	PDSS1	26986588	27035727	10
PDSS2	PDSS2	107473761	107780768	6
PDX1	PDX1	28494157	28500368	13
PDXDC1	PDXDC1	15068448	15233196	16
PDXK	PDXK	45138975	45182188	21
PDXP	PDXP	38054734	38062941	22
PDYN	PDYN	1959403	1974732	20
PDZD11	PDZD11	69506445	69510364	X
PDZD2	PDZD2	31639517	32111037	5
PDZD3	PDZD3	119056166	119060932	11
PDZD4	PDZD4	153067621	153096020	X
PDZD7	PDZD7	102767440	102790890	10
PDZD8	PDZD8	119040000	119134978	10
PDZD9	PDZD9	21995186	22012433	16
PDZK1	PDZK1	145726918	145764074	1
PDZK1IP1	PDZK1IP1	47649265	47656716	1
PDZK1P1	PDZK1P1	145924388	145942619	1
PDZRN3	PDZRN3	73431584	73674091	3
PDZRN4	PDZRN4	41582250	41968392	12
PEA15	PEA15	160175127	160185166	1
PEAK1	PEAK1	77400471	77712486	15
PEAR1	PEAR1	156863490	156886226	1
PEBP1	PEBP1	118573663	118583389	12
PEBP4	PEBP4	22570769	22857513	8
PECR	PECR	216861052	216947678	2
PEF1	PEF1	32095463	32110497	1
PEG10	PEG10	94285637	94299007	7
PEG3	PEG3	57321445	57352096	19
PELI1	PELI1	64319786	64371588	2
PELI2	PELI2	56584532	56768244	14
PELI3	PELI3	66234216	66244808	11
PELO	PELO	52083774	52099880	5
PELP1	PELP1	4574679	4607632	17
PEMT	PEMT	17408877	17495022	17
PENK	PENK	57349233	57359293	8
PEPD	PEPD	33877856	34012700	19
PER1	PER1	8043790	8059824	17
PER2	PER2	239152679	239198743	2
PER3	PER3	7844380	7905237	1
PERP	PERP	138409642	138428648	6
PES1	PES1	30972612	31003070	22
PET100	PET100	7694623	7696842	19
PET117	PET117	18118517	18123813	20
PEX1	PEX1	92116334	92157845	7
PEX10	PEX10	2336236	2345236	1
PEX11A	PEX11A	90220995	90234014	15
PEX11B	PEX11B	145516252	145523730	1
PEX11G	PEX11G	7541761	7562335	19
PEX12	PEX12	33901814	33905882	17
PEX13	PEX13	61244360	61279125	2
PEX14	PEX14	10532345	10690815	1
PEX16	PEX16	45931220	45940363	11
PEX19	PEX19	160246602	160256138	1
PEX2	PEX2	77892494	77913280	8
PEX26	PEX26	18560689	18613905	22
PEX3	PEX3	143771944	143811147	6
PEX5	PEX5	7341281	7371170	12
PEX5L	PEX5L	179512746	179754841	3
PEX6	PEX6	42931608	42946958	6
PEX7	PEX7	137143717	137235075	6
PF4	PF4	74846794	74847841	4
PF4V1	PF4V1	74718906	74719872	4
PFAS	PFAS	8150936	8173809	17
PFDN1	PFDN1	139624624	139682706	5
PFDN2	PFDN2	161070346	161087901	1
PFDN4	PFDN4	52824386	52844591	20
PFDN5	PFDN5	53689075	53693234	12
PFKFB1	PFKFB1	54959394	55024967	X
PFKFB2	PFKFB2	207222801	207254369	1
PFKFB3	PFKFB3	6186881	6277495	10
PFKFB4	PFKFB4	48555117	48599448	3
PFKL	PFKL	45719934	45747259	21
PFKM	PFKM	48498922	48540187	12
PFKP	PFKP	3108525	3179904	10
PFN1	PFN1	4848947	4852356	17
PFN2	PFN2	149682691	149768575	3
PFN3	PFN3	176827108	176827637	5
PFN4	PFN4	24338241	24346347	2
PGA3	PGA3	60970779	60980570	11
PGA4	PGA4	60989688	61018929	11
PGA5	PGA5	61008514	61018920	11
PGAM1	PGAM1	99185917	99193198	10
PGAM2	PGAM2	44102326	44105186	7
PGAM4	PGAM4	77223458	77225135	X
PGAM5	PGAM5	133287405	133299228	12
PGAP1	PGAP1	197697728	197792520	2
PGAP2	PGAP2	3818954	3847601	11
PGAP3	PGAP3	37827375	37853050	17
PGBD1	PGBD1	28249314	28270326	6
PGBD2	PGBD2	249200395	249214145	1
PGBD4	PGBD4	34394274	34396591	15
PGBD5	PGBD5	230457392	230561475	1
PGC	PGC	41704449	41721847	6
PGD	PGD	10458649	10480201	1
PGF	PGF	75408537	75422487	14
PGGT1B	PGGT1B	114546527	114598569	5
PGK1	PGK1	77320685	77384793	X
PGK2	PGK2	49753366	49755053	6
PGLS	PGLS	17622438	17632097	19
PGLYRP2	PGLYRP2	15579456	15609767	19
PGLYRP3	PGLYRP3	153270338	153283194	1
PGLYRP4	PGLYRP4	153302596	153321316	1
